Tipo; Extensao; Tamanho(bytes); TT1(ms); TT2(ms); TT3(ms); TT4(ms); TT5(ms); TT6(ms); TT7(ms); TT8(ms); TT9(ms); TT10(ms); TempoMedio(ms)
Client;.png;43574;42.0;11.0;9.0;13.0;4.0;3.0;3.0;8.0;13.0;8.0;11.4
Client;.png;60606;8.0;12.0;13.0;13.0;12.0;13.0;9.0;13.0;8.0;10.0;11.1
Client;.png;62303;6.0;25.0;31.0;35.0;17.0;1.0;1.0;2.0;1.0;2.0;12.1
Client;.png;62372;6.0;11.0;11.0;13.0;13.0;11.0;5.0;2.0;2.0;11.0;8.5
Client;.png;69598;8.0;14.0;11.0;11.0;15.0;8.0;16.0;1.0;2.0;1.0;8.7
Client;.png;78311;7.0;4.0;10.0;15.0;15.0;2.0;2.0;2.0;2.0;2.0;6.1
Client;.png;81702;14.0;4.0;17.0;19.0;21.0;14.0;12.0;1.0;4.0;7.0;11.3
Client;.png;86564;22.0;7.0;13.0;14.0;15.0;12.0;14.0;8.0;8.0;13.0;12.6
Client;.pdf;107050;17.0;8.0;15.0;17.0;19.0;16.0;12.0;8.0;13.0;14.0;13.9
Client;.png;124105;21.0;9.0;14.0;14.0;13.0;17.0;14.0;9.0;10.0;16.0;13.7
Client;.pdf;321740;76.0;57.0;66.0;70.0;155.0;524.0;60.0;66.0;125.0;63.0;126.2
Client;.pdf;405687;73.0;78.0;57.0;76.0;569.0;81.0;161.0;168.0;204.0;282.0;174.9
Client;.pdf;463639;119.0;91.0;211.0;107.0;113.0;153.0;95.0;110.0;105.0;96.0;120.0
Client;.mp4;478886;102.0;78.0;88.0;81.0;94.0;92.0;93.0;87.0;85.0;91.0;89.1
Client;.pdf;573824;118.0;104.0;95.0;100.0;127.0;109.0;98.0;101.0;108.0;127.0;108.7
Client;.mp4;603517;118.0;152.0;177.0;221.0;109.0;117.0;205.0;120.0;152.0;173.0;154.4
Client;.png;848806;159.0;231.0;148.0;283.0;148.0;170.0;297.0;172.0;210.0;158.0;197.6
Client;.pdf;1009014;214.0;465.0;171.0;279.0;176.0;168.0;186.0;271.0;179.0;215.0;232.4
Client;.pdf;1084673;286.0;258.0;177.0;193.0;221.0;189.0;254.0;218.0;178.0;196.0;217.0
Client;.mp4;2232746;468.0;384.0;344.0;343.0;386.0;333.0;382.0;350.0;339.0;394.0;372.3
Client;.pdf;2459010;437.0;559.0;406.0;510.0;411.0;1233.0;380.0;448.0;365.0;335.0;508.4
Client;.mp3;3363260;939.0;637.0;558.0;638.0;483.0;967.0;516.0;805.0;518.0;539.0;660.0
Client;.pdf;3409257;872.0;610.0;616.0;527.0;505.0;673.0;1059.0;560.0;507.0;498.0;642.7
Client;.mp3;4846713;679.0;698.0;767.0;668.0;665.0;728.0;734.0;689.0;633.0;781.0;704.2
Client;.mp3;4905254;1064.0;758.0;710.0;738.0;667.0;721.0;748.0;713.0;706.0;692.0;751.7
Client;.mp3;5178593;987.0;800.0;828.0;803.0;1086.0;839.0;998.0;1085.0;794.0;704.0;892.4
Client;.mp3;5963776;829.0;850.0;826.0;869.0;1107.0;922.0;832.0;960.0;942.0;862.0;899.9
Client;.mp3;6897963;1350.0;963.0;1003.0;1004.0;1108.0;974.0;981.0;1009.0;2649.0;1037.0;1207.8
Client;.pdf;6947882;1366.0;1023.0;1122.0;1121.0;1016.0;970.0;978.0;1016.0;1093.0;1073.0;1077.8
Client;.mp3;7522076;1155.0;1090.0;1184.0;1080.0;1071.0;1042.0;1073.0;1078.0;1097.0;1346.0;1121.6
Client;.mp3;7700653;1252.0;1167.0;1066.0;1052.0;1097.0;1366.0;1010.0;1066.0;1025.0;1100.0;1120.1
Client;.mp4;7953382;1502.0;1104.0;1231.0;1110.0;1120.0;1105.0;1097.0;1053.0;1169.0;1179.0;1167.0
Client;.mp3;8012705;1302.0;1280.0;1153.0;1070.0;1138.0;1193.0;1085.0;1093.0;1263.0;1131.0;1170.8
Client;.mp4;8297488;1192.0;1203.0;1178.0;1140.0;1228.0;1263.0;1088.0;1179.0;1666.0;1110.0;1224.7
Client;.mp3;9945088;1863.0;1502.0;1428.0;1343.0;1397.0;1352.0;1388.0;1377.0;1584.0;1390.0;1462.4
Client;.iso;238026752;39086.0;37165.0;37257.0;36137.0;37187.0;38712.0;38981.0;40037.0;38496.0;38051.0;38110.9
Client;.iso;647823360;101037.0;98752.0;97250.0;98814.0;100699.0;98300.0;96355.0;100572.0;102179.0;98806.0;99276.4
